CVE_ID,Status,Descriptions,Weaknesses,Source Identifier,Published,Last Modified,CVSS_Metric_V2_Primary_version,CVSS_Metric_V2_Primary_vectorString,CVSS_Metric_V2_Primary_accessVector,CVSS_Metric_V2_Primary_accessComplexity,CVSS_Metric_V2_Primary_authentication,CVSS_Metric_V2_Primary_confidentialityImpact,CVSS_Metric_V2_Primary_integrityImpact,CVSS_Metric_V2_Primary_availabilityImpact,CVSS_Metric_V2_Primary_baseScore,CVSS_Metric_V2_Primary_exploitabilityScore,CVSS_Metric_V2_Primary_impactScore,CVSS_Metric_V3.1_Secondary_version,CVSS_Metric_V3.1_Secondary_vectorString,CVSS_Metric_V3.1_Secondary_attackVector,CVSS_Metric_V3.1_Secondary_attackComplexity,CVSS_Metric_V3.1_Secondary_privilegesRequired,CVSS_Metric_V3.1_Secondary_userInteraction,CVSS_Metric_V3.1_Secondary_scope,CVSS_Metric_V3.1_Secondary_confidentialityImpact,CVSS_Metric_V3.1_Secondary_integrityImpact,CVSS_Metric_V3.1_Secondary_availabilityImpact,CVSS_Metric_V3.1_Secondary_baseScore,CVSS_Metric_V3.1_Secondary_baseSeverity,CVSS_Metric_V3.1_Secondary_exploitabilityScore,CVSS_Metric_V3.1_Secondary_impactScore,CVSS_Metric_V3.1_Primary_version,CVSS_Metric_V3.1_Primary_vectorString,CVSS_Metric_V3.1_Primary_attackVector,CVSS_Metric_V3.1_Primary_attackComplexity,CVSS_Metric_V3.1_Primary_privilegesRequired,CVSS_Metric_V3.1_Primary_userInteraction,CVSS_Metric_V3.1_Primary_scope,CVSS_Metric_V3.1_Primary_confidentialityImpact,CVSS_Metric_V3.1_Primary_integrityImpact,CVSS_Metric_V3.1_Primary_availabilityImpact,CVSS_Metric_V3.1_Primary_baseScore,CVSS_Metric_V3.1_Primary_baseSeverity,CVSS_Metric_V3.1_Primary_exploitabilityScore,CVSS_Metric_V3.1_Primary_impactScore
CVE-1999-0330,Modified,Linux bdash game has a buffer overflow that allows local users to gain root access.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-03-01T05:00:00.000,2022-08-17T06:15:13.357,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0502,Modified,"A Unix account has a default, null, blank, or missing password.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-03-01T05:00:00.000,2022-08-17T08:15:13.263,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0514,Modified,"UDP messages to broadcast addresses are allowed, allowing for a Fraggle attack that can cause a denial of service by flooding the target.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-03-01T05:00:00.000,2022-08-17T08:15:13.570,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0795,Modified,"The NIS+ rpc.nisd server allows remote attackers to execute certain RPC calls without authentication to obtain system information, disable logging, or modify caches.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-03-01T05:00:00.000,2022-08-17T08:15:15.537,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1272,Modified,Buffer overflows in CDROM Confidence Test program (cdrom) allow local users to gain root privileges.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-03-01T05:00:00.000,2017-12-19T02:29:06.567,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1407,Modified,ifdhcpc-done script for configuring DHCP on Red Hat Linux 5 allows local users to append text to arbitrary files via a symlink attack on the dhcplog file.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-03-09T05:00:00.000,2016-10-18T02:04:09.660,2.0,AV:L/AC:L/Au:N/C:N/I:P/A:N,LOCAL,LOW,NONE,NONE,PARTIAL,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1118,Modified,ndd in Solaris 2.6 allows local users to cause a denial of service by modifying certain TCP/IP parameters.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-03-11T05:00:00.000,2017-10-10T01:29:02.420,2.0,AV:L/AC:L/Au:N/C:N/I:N/A:P,LOCAL,LOW,NONE,NONE,NONE,PARTIAL,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0060,Modified,"Attackers can cause a denial of service in Ascend MAX and Pipeline routers with a malformed packet to the discard port, which is used by the Java Configurator tool.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-03-16T05:00:00.000,2022-08-17T06:15:08.027,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1075,Modified,"inetd in AIX 4.1.5 dynamically assigns a port N when starting ttdbserver (ToolTalk server), but also inadvertently listens on port N-1 without passing control to ttdbserver, which allows remote attackers to cause a denial of service via a large number of connections to port N-1, which are not properly closed by inetd.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-03-18T05:00:00.000,2016-10-18T02:01:00.660,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0960,Analyzed,IRIX cdplayer allows local users to create directories in arbitrary locations via a command line option.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-03-20T05:00:00.000,2008-09-09T12:36:15.040,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0003,Analyzed,Execute commands as root via buffer overflow in Tooltalk database server (rpc.ttdbserverd).,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-01T05:00:00.000,2018-10-30T16:26:22.357,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0098,Modified,Buffer overflow in SMTP HELO command in Sendmail allows a remote attacker to hide activities.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-01T05:00:00.000,2022-08-17T07:15:10.917,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0257,Modified,Nestea variation of teardrop IP fragmentation denial of service.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-01T05:00:00.000,2022-08-17T07:15:15.183,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0507,Modified,"An account on a router, firewall, or other network device has a guessable password.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-01T05:00:00.000,2022-08-17T10:15:12.760,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0537,Modified,"A configuration in a web browser such as Internet Explorer or Netscape Navigator allows execution of active content such as ActiveX, Java, Javascript, etc.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-01T05:00:00.000,2022-08-17T10:15:13.157,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0551,Analyzed,HP OpenMail can be misconfigured to allow users to run arbitrary commands using malicious print requests.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-01T05:00:00.000,2008-09-09T12:35:00.397,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1183,Modified,"System Manager sysmgr GUI in SGI IRIX 6.4 and 6.3 allows remote attackers to execute commands by providing a trojan horse (1) runtask or (2) runexec descriptor file, which is used to execute a System Manager Task when the user's Mailcap entry supports the x-sgi-task or x-sgi-exec type.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-02T05:00:00.000,2013-08-21T04:05:33.603,2.0,AV:N/AC:H/Au:N/C:C/I:C/A:C,NETWORK,HIGH,NONE,COMPLETE,COMPLETE,COMPLETE,7.6,4.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0270,Modified,"Directory traversal vulnerability in pfdispaly.cgi program (sometimes referred to as ""pfdisplay"") for SGI's Performer API Search Tool (performer_tools) allows remote attackers to read arbitrary files.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-03T05:00:00.000,2018-05-03T01:29:02.613,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1498,Analyzed,Slackware Linux 3.4 pkgtool allows local attacker to read and write to arbitrary files via a symlink attack on the reply file.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-06T04:00:00.000,2008-09-05T20:19:40.147,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:N,LOCAL,LOW,NONE,PARTIAL,PARTIAL,NONE,3.6,3.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1505,Modified,Buffer overflow in QuakeWorld 2.10 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary commands via a long initial connect packet.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-07T04:00:00.000,2016-10-18T02:05:05.027,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0009,Analyzed,Inverse query buffer overflow in BIND 4.9 and BIND 8 Releases.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-08T04:00:00.000,2018-10-30T16:26:22.357,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0010,Analyzed,Denial of Service vulnerability in BIND 8 Releases via maliciously formatted DNS messages.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-08T04:00:00.000,2018-10-30T16:26:22.717,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0011,Analyzed,Denial of Service vulnerabilities in BIND 4.9 and BIND 8 Releases via CNAME record and zone transfer.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-08T04:00:00.000,2018-10-30T16:26:22.717,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0190,Analyzed,Solaris rpcbind can be exploited to overwrite arbitrary files and gain root access.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-08T04:00:00.000,2018-10-30T16:26:22.357,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1015,Analyzed,Buffer overflow in Apple AppleShare Mail Server 5.0.3 on MacOS 8.1 and earlier allows a remote attacker to cause a denial of service (crash) via a long HELO command.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-08T04:00:00.000,2017-11-21T19:16:30.237,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1040,Modified,Vulnerabilities in (1) ipxchk and (2) ipxlink in NetWare Client 1.0 on IRIX 6.3 and 6.4 allows local users to gain root access via a modified IFS environmental variable.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-08T04:00:00.000,2016-10-18T02:00:34.357,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1114,Modified,"Buffer overflow in Korn Shell (ksh) suid_exec program on IRIX 6.x and earlier, and possibly other operating systems, allows local users to gain root privileges.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-08T04:00:00.000,2017-10-10T01:29:02.217,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1501,Modified,"(1) ipxchk and (2) ipxlink in SGI OS2 IRIX 6.3 does not properly clear the IFS environmental variable before executing system calls, which allows local users to execute arbitrary commands.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-08T04:00:00.000,2016-10-18T02:05:02.120,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1502,Modified,"Buffer overflows in Quake 1.9 client allows remote malicious servers to execute arbitrary commands via long (1) precache paths, (2) server name, (3) server address, or (4) argument to the map console command.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-08T04:00:00.000,2016-10-18T02:05:03.637,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1503,Analyzed,Network Flight Recorder (NFR) 1.5 and 1.6 allows remote attackers to cause a denial of service in nfrd (crash) via a TCP packet with a null header and data field.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-08T04:00:00.000,2008-09-05T20:19:40.850,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1504,Analyzed,Stalker Internet Mail Server 1.6 allows a remote attacker to cause a denial of service (crash) via a long HELO command.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-08T04:00:00.000,2008-09-05T20:19:40.990,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1499,Analyzed,"named in ISC BIND 4.9 and 8.1 allows local users to destroy files via a symlink attack on (1) named_dump.db when root kills the process with a SIGINT, or (2) named.stats when SIGIOT is used.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-10T04:00:00.000,2008-09-05T20:19:40.287,2.0,AV:L/AC:L/Au:N/C:N/I:P/A:N,LOCAL,LOW,NONE,NONE,PARTIAL,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1113,Modified,Buffer overflow in Eudora Internet Mail Server (EIMS) 2.01 and earlier on MacOS systems allows remote attackers to cause a denial of service via a long USER command to port 106.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-14T04:00:00.000,2016-10-18T02:01:28.147,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1390,Analyzed,suidexec in suidmanager 0.18 on Debian 2.0 allows local users to gain root privileges by specifying a malicious program on the command line.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-28T04:00:00.000,2008-09-05T20:19:24.460,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0069,Modified,Solaris ufsrestore buffer overflow.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}, {'source': '134c704f-9b21-4f2e-91b3-4a467353bcc0', 'type': 'Secondary', 'description': [{'lang': 'en', 'value': 'CWE-119'}]}]",cve@mitre.org,1998-04-29T04:00:00.000,2024-08-01T20:35:06.997,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,3.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,8.4,HIGH,2.5,5.9,,,,,,,,,,,,,,
CVE-1999-0212,Analyzed,Solaris rpc.mountd generates error messages that allow a remote attacker to determine what files are on the server.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-29T04:00:00.000,2018-10-30T16:25:12.013,2.0,AV:N/AC:L/Au:N/C:C/I:N/A:N,NETWORK,LOW,NONE,COMPLETE,NONE,NONE,7.8,10.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1106,Modified,Buffer overflow in kppp in KDE allows local users to gain root access via a long -c (account_name) command line argument.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-04-29T04:00:00.000,2017-12-19T02:29:02.097,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0108,Modified,The printers program in IRIX has a buffer overflow that gives root access to local users.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-05-01T04:00:00.000,2018-05-03T01:29:01.833,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0796,Analyzed,FreeBSD T/TCP Extensions for Transactions can be subjected to spoofing attacks.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-05-01T04:00:00.000,2008-09-09T12:35:39.773,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0126,Analyzed,SGI IRIX buffer overflow in xterm and Xaw allows root access.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-05-03T04:00:00.000,2008-09-09T12:33:48.727,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1027,Modified,"Solaris 2.6 HW3/98 installs admintool with world-writable permissions, which allows local users to gain privileges by replacing it with a Trojan horse program.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-05-07T04:00:00.000,2018-05-03T01:29:04.520,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1044,Modified,Vulnerability in Advanced File System Utility (advfs) in Digital UNIX 4.0 through 4.0d allows local users to gain privileges.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-05-07T04:00:00.000,2011-03-08T02:01:31.423,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1361,Modified,"Windows NT 3.51 and 4.0 running WINS (Windows Internet Name Service) allows remote attackers to cause a denial of service (resource exhaustion) via a flood of malformed packets, which causes the server to slow down and fill the event logs with error messages.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-05-09T04:00:00.000,2016-10-18T02:03:31.887,2.0,AV:N/AC:L/Au:N/C:N/I:P/A:P,NETWORK,LOW,NONE,NONE,PARTIAL,PARTIAL,6.4,10.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0816,Analyzed,The Motorola CableRouter allows any remote user to connect to and configure the router on port 1024.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-05-10T04:00:00.000,2008-09-09T12:35:41.257,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-0919,Modified,A memory leak in a Motorola CableRouter allows remote attackers to conduct a denial of service via a large number of telnet connections.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-05-10T04:00:00.000,2017-12-19T02:29:00.863,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-1999-1204,Modified,"Check Point Firewall-1 does not properly handle certain restricted keywords (e.g., Mail, auth, time) in user-defined objects, which could produce a rule with a default ""ANY"" address and result in access to more systems than intended by the administrator.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,1998-05-11T04:00:00.000,2017-10-10T01:29:04.093,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
